"id","state_id","nombre","created_at","updated_at"
159,13,Caracciolo Parra Olmedo,,
160,13,Cardenal Quintero,,
161,13,Guaraque,,
162,13,Julio César Salas,,
163,13,Justo Briceño,,
164,13,Libertador,,
165,13,Miranda,,
166,13,Obispo Ramos de Lora,,
167,13,Padre Noguera,,
168,13,Pueblo Llano,,
169,13,Rangel,,
170,13,Rivas Dávila,,
171,13,Santos Marquina,,
172,13,Sucre,,
173,13,Tovar,,
174,13,Tulio Febres Cordero,,
175,13,Zea,,
176,14,Acevedo,,
177,14,Andrés Bello,,
178,14,Baruta,,
179,14,Brión,,
180,14,Buroz,,
181,14,Carrizal,,
182,14,Chacao,,
183,14,Cristóbal Rojas,,
184,14,El Hatillo,,
185,14,Guaicaipuro,,
186,14,Independencia,,
187,14,Lander,,
188,14,Los Salias,,
189,14,Páez,,
190,14,Paz Castillo,,
191,14,Pedro Gual,,
192,14,Plaza,,
193,14,Simón Bolívar,,
194,14,Sucre,,
195,14,Urdaneta,,
196,14,Zamora,,
197,15,Acosta,,
198,15,Aguasay,,
199,15,Bolívar,,
200,15,Caripe,,
201,15,Cedeño,,
202,15,Ezequiel Zamora,,
203,15,Libertador,,
204,15,Maturín,,
205,15,Piar,,
206,15,Punceres,,
207,15,Santa Bárbara,,
208,15,Sotillo,,
209,15,Uracoa,,
210,16,Antolín del Campo,,
211,16,Arismendi,,
212,16,Díaz,,
213,16,García,,
214,16,Gómez,,
215,16,Maneiro,,
216,16,Marcano,,
217,16,Mariño,,
218,16,Península de Macanao,,
219,16,Tubores,,
220,16,Villalba,,
221,17,Agua Blanca,,
222,17,Araure,,
223,17,Esteller,,
224,17,Guanare,,
225,17,Guanarito,,
226,17,Monseñor José Vicente de Unda,,
227,17,Ospino,,
228,17,Páez,,
229,17,Papelón,,
230,17,San Genaro de Boconoíto,,
231,17,San Rafael de Onoto,,
232,17,Santa Rosalía,,
233,17,Sucre,,
234,17,Turén,,
235,18,Andrés Eloy Blanco,,
236,18,Andrés Mata,,
237,18,Arismendi,,
238,18,Benítez,,
239,18,Bermúdez,,
240,18,Bolívar,,
241,18,Cajigal,,
242,18,Cruz Salmerón Acosta,,
243,18,Libertador,,
244,18,Mariño,,
245,18,Mejía,,
246,18,Montes,,
247,18,Ribero,,
248,18,Sucre,,
249,18,Valdez,,
250,19,Andrés Bello,,
251,19,Antonio Rómulo Costa,,
252,19,Ayacucho,,
253,19,Bolívar,,
254,19,Cárdenas,,
255,19,Córdoba,,
256,19,Fernández Feo,,
257,19,Francisco de Miranda,,
258,19,García de Hevia,,
259,19,Guásimos,,
260,19,Independencia,,
261,19,Jáuregui,,
262,19,José María Vargas,,
263,19,Junín,,
264,19,Libertad,,
265,19,Libertador,,
266,19,Lobatera,,
267,19,Michelena,,
268,19,Panamericano,,
269,19,Pedro María Ureña,,
270,19,Rafael Urdaneta,,
271,19,Samuel Darío Maldonado,,
272,19,San Cristóbal,,
273,19,Seboruco,,
274,19,Simón Rodríguez,,
275,19,Sucre,,
276,19,Torbes,,
277,19,Uribante,,
278,19,San Judas Tadeo,,
279,20,Andrés Bello,,
280,20,Boconó,,
281,20,Bolívar,,
282,20,Candelaria,,
283,20,Carache,,
284,20,Escuque,,
285,20,José Felipe Márquez Cañizalez,,
286,20,Juan Vicente Campos Elías,,
287,20,La Ceiba,,
288,20,Miranda,,
289,20,Monte Carmelo,,
290,20,Motatán,,
291,20,Pampán,,
292,20,Pampanito,,
293,20,Rafael Rangel,,
294,20,San Rafael de Carvajal,,
295,20,Sucre,,
296,20,Trujillo,,
297,20,Urdaneta,,
298,20,Valera,,
299,21,Vargas,,
300,22,Arístides Bastidas,,
301,22,Bolívar,,
302,22,Bruzual,,
303,22,Cocorote,,
304,22,Independencia,,
305,22,José Antonio Páez,,
306,22,La Trinidad,,
307,22,Manuel Monge,,
308,22,Nirgua,,
309,22,Peña,,
310,22,San Felipe,,
311,22,Sucre,,
312,22,Urachiche,,
313,22,Veroes,,
314,23,Almirante Padilla,,
315,23,Baralt,,
316,23,Cabimas,,
317,23,Catatumbo,,
318,23,Colón,,
319,23,Francisco Javier Pulgar,,
320,23,Páez,,
321,23,Jesús Enrique Lossada,,
322,23,Jesús María Semprún,,
323,23,La Cañada de Urdaneta,,
324,23,Lagunillas,,
325,23,Machiques de Perijá,,
326,23,Mara,,
327,23,Maracaibo,,
328,23,Miranda,,
329,23,Rosario de Perijá,,
330,23,San Francisco,,
331,23,Santa Rita,,
332,23,Simón Bolívar,,
333,23,Sucre,,
334,23,Valmore Rodríguez,,
335,24,Libertador,,
